LECROYWS454	16215	Waveform
Segments	1	SegmentSize	4002
Segment	TrigTime	TimeSinceSegment1
#1	02-May-2024 19:10:16	0                 
Time	Ampl
-2.12464e-007	-0.00025
-2.11964e-007	-0.0005625
-2.11464e-007	-0.000875
-2.10964e-007	-0.00025
-2.10464e-007	-0.0005625
-2.09964e-007	-0.0011875
-2.09464e-007	-0.0011875
-2.08964e-007	-0.000875
-2.08464e-007	-0.0005625
-2.07964e-007	6.25e-005
-2.07464e-007	6.25e-005
-2.06964e-007	-0.00025
-2.06464e-007	-0.00025
-2.05964e-007	0.000375
-2.05464e-007	0.000375
-2.04964e-007	0.000375
-2.04464e-007	6.25e-005
-2.03964e-007	6.25e-005
-2.03464e-007	0.000375
-2.02964e-007	-0.0005625
-2.02464e-007	-0.0011875
-2.01964e-007	-0.0011875
-2.01464e-007	-0.0005625
-2.00964e-007	-0.0005625
-2.00464e-007	-0.000875
-1.99964e-007	-0.00025
-1.99464e-007	-0.00025
-1.98964e-007	6.25e-005
-1.98464e-007	0.000375
-1.97964e-007	6.25e-005
-1.97464e-007	6.25e-005
-1.96964e-007	-0.0005625
-1.96464e-007	6.25e-005
-1.95964e-007	6.25e-005
-1.95464e-007	-0.0005625
-1.94964e-007	6.25e-005
-1.94464e-007	-0.00025
-1.93964e-007	-0.000875
-1.93464e-007	-0.000875
-1.92964e-007	-0.000875
-1.92464e-007	-0.00025
-1.91964e-007	-0.00025
-1.91464e-007	6.25e-005
-1.90964e-007	6.25e-005
-1.90464e-007	6.25e-005
-1.89964e-007	0.000375
-1.89464e-007	-0.00025
-1.88964e-007	0.000375
-1.88464e-007	0.0006875
-1.87964e-007	0.000375
-1.87464e-007	6.25e-005
-1.86964e-007	-0.0005625
-1.86464e-007	-0.0005625
-1.85964e-007	-0.00025
-1.85464e-007	-0.0011875
-1.84964e-007	-0.0005625
-1.84464e-007	-0.0005625
-1.83964e-007	6.25e-005
-1.83464e-007	-0.00025
-1.82964e-007	-0.000875
-1.82464e-007	-0.000875
-1.81964e-007	-0.000875
-1.81464e-007	6.25e-005
-1.80964e-007	6.25e-005
-1.80464e-007	6.25e-005
-1.79964e-007	0.000375
-1.79464e-007	0.001
-1.78964e-007	0.0006875
-1.78464e-007	0.0006875
-1.77964e-007	-0.00025
-1.77464e-007	-0.00025
-1.76964e-007	-0.0005625
-1.76464e-007	-0.0005625
-1.75964e-007	-0.0005625
-1.75464e-007	-0.0011875
-1.74964e-007	-0.0011875
-1.74464e-007	6.25e-005
-1.73964e-007	-0.0005625
-1.73464e-007	-0.0011875
-1.72964e-007	-0.000875
-1.72464e-007	-0.0005625
-1.71964e-007	6.25e-005
-1.71464e-007	0.000375
-1.70964e-007	0.000375
-1.70464e-007	0.0006875
-1.69964e-007	0.001
-1.69464e-007	0.001
-1.68964e-007	0.0006875
-1.68464e-007	0.000375
-1.67964e-007	0.000375
-1.67464e-007	6.25e-005
-1.66964e-007	-0.0005625
-1.66464e-007	-0.0011875
-1.65964e-007	-0.000875
-1.65464e-007	-0.0005625
-1.64964e-007	-0.000875
-1.64464e-007	-0.0011875
-1.63964e-007	-0.000875
-1.63464e-007	-0.0011875
-1.62964e-007	-0.0005625
-1.62464e-007	0.000375
-1.61964e-007	0.000375
-1.61464e-007	0.001
-1.60964e-007	0.001
-1.60464e-007	0.0013125
-1.59964e-007	0.0006875
-1.59464e-007	0.0006875
-1.58964e-007	0.000375
-1.58464e-007	6.25e-005
-1.57964e-007	6.25e-005
-1.57464e-007	-0.0005625
-1.56964e-007	-0.000875
-1.56464e-007	-0.0005625
-1.55964e-007	-0.0011875
-1.55464e-007	-0.0011875
-1.54964e-007	-0.000875
-1.54464e-007	-0.0011875
-1.53964e-007	-0.0005625
-1.53464e-007	6.25e-005
-1.52964e-007	6.25e-005
-1.52464e-007	0.000375
-1.51964e-007	0.000375
-1.51464e-007	0.001625
-1.50964e-007	0.0013125
-1.50464e-007	0.000375
-1.49964e-007	-0.00025
-1.49464e-007	6.25e-005
-1.48964e-007	-0.0005625
-1.48464e-007	-0.0005625
-1.47964e-007	6.25e-005
-1.47464e-007	-0.0005625
-1.46964e-007	-0.0011875
-1.46464e-007	-0.0011875
-1.45964e-007	-0.0015
-1.45464e-007	-0.000875
-1.44964e-007	-0.0011875
-1.44464e-007	-0.0011875
-1.43964e-007	6.25e-005
-1.43464e-007	0.001
